diff,label,actual_index,llama-70b-output,llama3.1-8b-output,mistral-large-output,gpt-4o-output
+        PARSER.declareField(constructorArg(), p -> IndexerState.fromString(p.text()), INDEXER_STATE, ValueType.STRING);
+        PARSER.declareField(optionalConstructorArg(), (p, c) -> p.mapOrdered(), CURRENT_POSITION, ValueType.OBJECT);
         PARSER.declareLong(ConstructingObjectParser.optionalConstructorArg(), CHECKPOINT);
         PARSER.declareString(ConstructingObjectParser.optionalConstructorArg(), REASON);
+        PARSER.declareField(optionalConstructorArg(), DataFrameTransformProgress::fromXContent, PROGRESS, ValueType.OBJECT);
     }
 
     public static DataFrameTransformState fromXContent(XContentParser parser) throws IOException {
@@ -80,19 +70,22 @@ public class DataFrameTransformState {
     private final DataFrameTransformTaskState taskState;
     private final IndexerState indexerState;
     private final long checkpoint;
-    private final SortedMap<String, Object> currentPosition;
+    private final Map<String, Object> currentPosition;
     private final String reason;
+    private final DataFrameTransformProgress progress;
 
     public DataFrameTransformState(DataFrameTransformTaskState taskState,
                                    IndexerState indexerState,
                                    @Nullable Map<String, Object> position,
                                    long checkpoint,
-                                   @Nullable String reason) {
+                                   @Nullable String reason,
+                                   @Nullable DataFrameTransformProgress progress) {
         this.taskState = taskState;
         this.indexerState = indexerState;
-        this.currentPosition = position == null ? null : Collections.unmodifiableSortedMap(new TreeMap<>(position));
+        this.currentPosition = position == null ? null : Collections.unmodifiableMap(new LinkedHashMap<>(position));
         this.checkpoint = checkpoint;
         this.reason = reason;
+        this.progress = progress;
     }
 
     public IndexerState getIndexerState() {
@@ -117,6 +110,11 @@ public class DataFrameTransformState {
         return reason;
     }
 
+    @Nullable
+    public DataFrameTransformProgress getProgress() {
+        return progress;
+    }
+
     @Override
     public boolean equals(Object other) {
         if (this == other) {
@@ -132,13 +130,14 @@ public class DataFrameTransformState {
         return Objects.equals(this.taskState, that.taskState) &&
             Objects.equals(this.indexerState, that.indexerState) &&
             Objects.equals(this.currentPosition, that.currentPosition) &&
+            Objects.equals(this.progress, that.progress) &&
             this.checkpoint == that.checkpoint &&
             Objects.equals(this.reason, that.reason);
     }
 
     @Override
     public int hashCode() {
-        return Objects.hash(taskState, indexerState, currentPosition, checkpoint, reason);
+        return Objects.hash(taskState, indexerState, currentPosition, checkpoint, reason, progress);
     }
 
 }
",Adds progress reporting for transforms ( <issue_id> ) ( <issue_id> ) .,100,"""Added progress field to DataFrameTransformState and updated parser.""","The commit message should be:

`Refactor DataFrameTransformState to use LinkedHashMap and add progress field`

This commit message accurately reflects the changes made in the diff, including the switch from `HashMap` to `LinkedHashMap` and the addition of a `progress` field.","""Update DataFrameTransformState to use LinkedHashMap and add progress field.""","```
Add support for DataFrameTransformProgress in DataFrameTransformState

- Introduced a new field `progress` of type `DataFrameTransformProgress` in `DataFrameTransformState`.
- Updated the parameterized constructor to include the `progress` parameter.
- Modified the `equals` and `hashCode` methods to account for the new `progress` field.
- Changed the `currentPosition` field type from `SortedMap` to `Map` for better flexibility and replaced `TreeMap` with `LinkedHashMap` to maintain insertion order.
- Updated the `PARSER` to parse the new `progress` field using `DataFrameTransformProgress::fromXContent`.
```"
"diff --git a/client/rest-high-level/src/main/java/org/elasticsearch/client/dataframe/transforms/DataFrameTransformStateAndStats.java b/client/rest-high-level/src/main/java/org/elasticsearch/client/dataframe/transforms/DataFrameTransformStateAndStats.java
index 938563796ca..9914a0e6331 100644
--- a/client/rest-high-level/src/main/java/org/elasticsearch/client/dataframe/transforms/DataFrameTransformStateAndStats.java
+++ b/client/rest-high-level/src/main/java/org/elasticsearch/client/dataframe/transforms/DataFrameTransformStateAndStats.java
@@ -57,7 +57,7 @@ public class DataFrameTransformStateAndStats {
     private final DataFrameTransformCheckpointingInfo checkpointingInfo;
 
     public DataFrameTransformStateAndStats(String id, DataFrameTransformState state, DataFrameIndexerTransformStats stats,
-            DataFrameTransformCheckpointingInfo checkpointingInfo) {
+                                           DataFrameTransformCheckpointingInfo checkpointingInfo) {
         this.id = id;
         this.transformState = state;
         this.transformStats = stats;
",Adds progress reporting for transforms ( <issue_id> ) ( <issue_id> ) .,100,"""Fixed indentation in DataFrameTransformStateAndStats constructor parameters""","The commit message should be:

""Remove unused parameter from DataFrameTransformStateAndStats constructor""

Or, following the conventional commit message format:

""fix: remove unused parameter from DataFrameTransformStateAndStats constructor""

Or, if the change is minor and doesn't affect the functionality:

""minor: remove unused parameter from DataFrameTransformStateAndStats constructor""

However, the most common and recommended format is the first one, as it clearly describes the change made in the commit.","""Updated constructor parameter order in DataFrameTransformStateAndStats class.""","```
Fix indentation in DataFrameTransformStateAndStats constructor
```"
"diff --git a/client/rest-high-level/src/test/java/org/elasticsearch/client/DataFrameTransformIT.java b/client/rest-high-level/src/test/java/org/elasticsearch/client/DataFrameTransformIT.java
index 3e564a86207..3d7f5e3dbcb 100644
--- a/client/rest-high-level/src/test/java/org/elasticsearch/client/DataFrameTransformIT.java
+++ b/client/rest-high-level/src/test/java/org/elasticsearch/client/DataFrameTransformIT.java
@@ -71,6 +71,7 @@ import static org.elasticsearch.common.xcontent.XContentFactory.jsonBuilder;
 import static org.hamcrest.Matchers.containsString;
 import static org.hamcrest.Matchers.empty;
 import static org.hamcrest.Matchers.equalTo;
+import static org.hamcrest.Matchers.greaterThan;
 import static org.hamcrest.Matchers.hasSize;
 import static org.hamcrest.Matchers.is;
 
@@ -360,6 +361,10 @@ public class DataFrameTransformIT extends ESRestHighLevelClientTestCase {
             assertEquals(DataFrameTransformTaskState.STARTED, stateAndStats.getTransformState().getTaskState());
             assertEquals(null, stateAndStats.getTransformState().getReason());
             assertNotEquals(zeroIndexerStats, stateAndStats.getTransformStats());
+            assertNotNull(stateAndStats.getTransformState().getProgress());
+            assertThat(stateAndStats.getTransformState().getProgress().getPercentComplete(), equalTo(100.0));
+            assertThat(stateAndStats.getTransformState().getProgress().getTotalDocs(), greaterThan(0L));
+            assertThat(stateAndStats.getTransformState().getProgress().getRemainingDocs(), equalTo(0L));
         });
     }
 }
",Adds progress reporting for transforms ( <issue_id> ) ( <issue_id> ) .,100,Added assertions for transform progress in DataFrameTransformIT test.,"The commit message should be:

""Add progress checks for transform state in DataFrameTransformIT""

This commit message accurately reflects the changes made in the code, which include adding checks for the progress of a transform state in the DataFrameTransformIT test class.","""Add assertions for transform progress percent, total and remaining docs in DataFrameTransformIT.""","""Add additional assertions to DataFrameTransformIT for progress validation""

This commit enhances the `DataFrameTransformIT` test by adding new assertions to validate the progress of the data frame transform, including checks for percent completion, total documents, and remaining documents."
"diff --git a/client/rest-high-level/src/test/java/org/elasticsearch/client/dataframe/transforms/DataFrameTransformProgressTests.java b/client/rest-high-level/src/test/java/org/elasticsearch/client/dataframe/transforms/DataFrameTransformProgressTests.java
new file mode 100644
index 00000000000..573e2ffdbb9
--- /dev/null
+++ b/client/rest-high-level/src/test/java/org/elasticsearch/client/dataframe/transforms/DataFrameTransformProgressTests.java
@@ -0,0 +1,55 @@
+/*
+ * Licensed to Elasticsearch under one or more contributor
+ * license agreements. See the NOTICE file distributed with
+ * this work for additional information regarding copyright
+ * ownership. Elasticsearch licenses this file to you under
+ * the Apache License, Version 2.0 (the ""License""); you may
+ * not use this file except in compliance with the License.
+ * You may obtain a copy of the License at
+ *
+ *     http://www.apache.org/licenses/LICENSE-2.0
+ *
+ * Unless required by applicable law or agreed to in writing,
+ * software distributed under the License is distributed on an
+ * ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
+ * KIND, either express or implied.  See the License for the
+ * specific language governing permissions and limitations
+ * under the License.
+ */
+
+package org.elasticsearch.client.dataframe.transforms;
+
+import org.elasticsearch.common.xcontent.XContentBuilder;
+import org.elasticsearch.test.ESTestCase;
+
+import java.io.IOException;
+
+import static org.elasticsearch.test.AbstractXContentTestCase.xContentTester;
+
+public class DataFrameTransformProgressTests extends ESTestCase {
+
+    public void testFromXContent() throws IOException {
+        xContentTester(this::createParser,
+            DataFrameTransformProgressTests::randomInstance,
+            DataFrameTransformProgressTests::toXContent,
+            DataFrameTransformProgress::fromXContent)
+           .supportsUnknownFields(true)
+           .randomFieldsExcludeFilter(field -> field.startsWith(""state""))
+           .test();
+    }
+
+    public static DataFrameTransformProgress randomInstance() {
+        long totalDocs = randomNonNegativeLong();
+        Long docsRemaining = randomBoolean() ? null : randomLongBetween(0, totalDocs);
+        double percentComplete = totalDocs == 0 ? 1.0 : docsRemaining == null ? 0.0 : 100.0*(double)(totalDocs - docsRemaining)/totalDocs;
+        return new DataFrameTransformProgress(totalDocs, docsRemaining, percentComplete);
+    }
+
+    public static void toXContent(DataFrameTransformProgress progress, XContentBuilder builder) throws IOException {
+        builder.startObject();
+        builder.field(DataFrameTransformProgress.TOTAL_DOCS.getPreferredName(), progress.getTotalDocs());
+        builder.field(DataFrameTransformProgress.DOCS_REMAINING.getPreferredName(), progress.getRemainingDocs());
+        builder.field(DataFrameTransformProgress.PERCENT_COMPLETE.getPreferredName(), progress.getPercentComplete());
+        builder.endObject();
+    }
+}
",Adds progress reporting for transforms ( <issue_id> ) ( <issue_id> ) .,100,Add test for DataFrameTransformProgress serialization and deserialization.,"Based on the provided diff, the commit message should be:

`Add DataFrameTransformProgressTests`

This commit message is concise and accurately describes the change made in the commit, which is the addition of a new test class `DataFrameTransformProgressTests`.","""Add DataFrameTransformProgressTests for testing DataFrameTransformProgress fromXContent method.""","Added DataFrameTransformProgressTests.java for testing DataFrameTransformProgress

This new file includes the following functionalities:

- Licensing and package information.
- `testFromXContent` method to test the deserialization of `DataFrameTransformProgress` from XContent.
- `randomInstance` method to create random instances of `DataFrameTransformProgress` for testing purposes.
- `toXContent` method to serialize `DataFrameTransformProgress` to XContent for consistency testing."
"diff --git a/client/rest-high-level/src/test/java/org/elasticsearch/client/dataframe/transforms/DataFrameTransformStateAndStatsTests.java b/client/rest-high-level/src/test/java/org/elasticsearch/client/dataframe/transforms/DataFrameTransformStateAndStatsTests.java
index 88628699104..6ebdec5a690 100644
--- a/client/rest-high-level/src/test/java/org/elasticsearch/client/dataframe/transforms/DataFrameTransformStateAndStatsTests.java
+++ b/client/rest-high-level/src/test/java/org/elasticsearch/client/dataframe/transforms/DataFrameTransformStateAndStatsTests.java
@@ -40,9 +40,9 @@ public class DataFrameTransformStateAndStatsTests extends ESTestCase {
 
     public static DataFrameTransformStateAndStats randomInstance() {
         return new DataFrameTransformStateAndStats(randomAlphaOfLength(10),
-                DataFrameTransformStateTests.randomDataFrameTransformState(),
-                DataFrameIndexerTransformStatsTests.randomStats(),
-                DataFrameTransformCheckpointingInfoTests.randomDataFrameTransformCheckpointingInfo());
+            DataFrameTransformStateTests.randomDataFrameTransformState(),
+            DataFrameIndexerTransformStatsTests.randomStats(),
+            DataFrameTransformCheckpointingInfoTests.randomDataFrameTransformCheckpointingInfo());
     }
 
     public static void toXContent(DataFrameTransformStateAndStats stateAndStats, XContentBuilder builder) throws IOException {
",Adds progress reporting for transforms ( <issue_id> ) ( <issue_id> ) .,100,"""Fixed indentation in DataFrameTransformStateAndStatsTests class""","According to the diff, the commit message should be:

""Reorder arguments in randomInstance() method""

This is because the commit changes the order of the arguments in the `randomInstance()` method, swapping the first and second arguments.","""Update method arguments formatting in DataFrameTransformStateAndStatsTests""","""Fix indentation in DataFrameTransformStateAndStatsTests.java""

The changes shown in the diff are purely related to fixing the indentation in the code."
"diff --git a/client/rest-high-level/src/test/java/org/elasticsearch/client/dataframe/transforms/DataFrameTransformStateTests.java b/client/rest-high-level/src/test/java/org/elasticsearch/client/dataframe/transforms/DataFrameTransformStateTests.java
index 7d1d713a127..4ada50c20d2 100644
--- a/client/rest-high-level/src/test/java/org/elasticsearch/client/dataframe/transforms/DataFrameTransformStateTests.java
+++ b/client/rest-high-level/src/test/java/org/elasticsearch/client/dataframe/transforms/DataFrameTransformStateTests.java
@@ -24,7 +24,7 @@ import org.elasticsearch.common.xcontent.XContentBuilder;
 import org.elasticsearch.test.ESTestCase;
 
 import java.io.IOException;
-import java.util.HashMap;
+import java.util.LinkedHashMap;
 import java.util.Map;
 
 import static org.elasticsearch.test.AbstractXContentTestCase.xContentTester;
@@ -46,7 +46,8 @@ public class DataFrameTransformStateTests extends ESTestCase {
             randomFrom(IndexerState.values()),
             randomPositionMap(),
             randomLongBetween(0,10),
-            randomBoolean() ? null : randomAlphaOfLength(10));
+            randomBoolean() ? null : randomAlphaOfLength(10),
+            randomBoolean() ? null : DataFrameTransformProgressTests.randomInstance());
     }
 
     public static void toXContent(DataFrameTransformState state, XContentBuilder builder) throws IOException {
@@ -60,6 +61,10 @@ public class DataFrameTransformStateTests extends ESTestCase {
         if (state.getReason() != null) {
             builder.field(""reason"", state.getReason());
         }
+        if (state.getProgress() != null) {
+            builder.field(""progress"");
+            DataFrameTransformProgressTests.toXContent(state.getProgress(), builder);
+        }
         builder.endObject();
     }
 
@@ -68,7 +73,7 @@ public class DataFrameTransformStateTests extends ESTestCase {
             return null;
         }
         int numFields = randomIntBetween(1, 5);
-        Map<String, Object> position = new HashMap<>();
+        Map<String, Object> position = new LinkedHashMap<>();
         for (int i = 0; i < numFields; i++) {
             Object value;
             if (randomBoolean()) {
",Adds progress reporting for transforms ( <issue_id> ) ( <issue_id> ) .,100,Update DataFrameTransformStateTests to use LinkedHashMap and add progress field.,"The commit message should be:

""Update DataFrameTransformStateTests to use LinkedHashMap instead of HashMap and add progress field to XContentBuilder""

However, a more conventional commit message would be:

""Refactor DataFrameTransformStateTests to use LinkedHashMap and add progress field to XContentBuilder""

Or, if you want to follow the conventional commit message format:

""feat: refactor DataFrameTransformStateTests to use LinkedHashMap and add progress field to XContentBuilder""

This format indicates that the commit is a feature (feat) and provides a brief description of the changes made.","""Update DataFrameTransformStateTests to include progress field handling""","```
Refactor DataFrameTransformStateTests to use LinkedHashMap and add progress field

- Replaced HashMap with LinkedHashMap for deterministic ordering in tests.
- Added support for the 'progress' field in DataFrameTransformState.
- Extended the test utility methods to handle the new 'progress' field.
```"
"diff --git a/client/rest-high-level/src/test/java/org/elasticsearch/client/dataframe/transforms/hlrc/DataFrameTransformProgressTests.java b/client/rest-high-level/src/test/java/org/elasticsearch/client/dataframe/transforms/hlrc/DataFrameTransformProgressTests.java
new file mode 100644
index 00000000000..be589a63248
--- /dev/null
+++ b/client/rest-high-level/src/test/java/org/elasticsearch/client/dataframe/transforms/hlrc/DataFrameTransformProgressTests.java
@@ -0,0 +1,57 @@
+/*
+ * Licensed to Elasticsearch under one or more contributor
+ * license agreements. See the NOTICE file distributed with
+ * this work for additional information regarding copyright
+ * ownership. Elasticsearch licenses this file to you under
+ * the Apache License, Version 2.0 (the ""License""); you may
+ * not use this file except in compliance with the License.
+ * You may obtain a copy of the License at
+ *
+ *    http://www.apache.org/licenses/LICENSE-2.0
+ *
+ * Unless required by applicable law or agreed to in writing,
+ * software distributed under the License is distributed on an
+ * ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
+ * KIND, either express or implied.  See the License for the
+ * specific language governing permissions and limitations
+ * under the License.
+ */
+
+package org.elasticsearch.client.dataframe.transforms.hlrc;
+
+import org.elasticsearch.client.AbstractResponseTestCase;
+import org.elasticsearch.common.xcontent.XContentParser;
+import org.elasticsearch.xpack.core.dataframe.transforms.DataFrameTransformProgress;
+
+import static org.hamcrest.Matchers.equalTo;
+
+public class DataFrameTransformProgressTests extends AbstractResponseTestCase<
+        DataFrameTransformProgress,
+        org.elasticsearch.client.dataframe.transforms.DataFrameTransformProgress> {
+
+    public static DataFrameTransformProgress fromHlrc(
+            org.elasticsearch.client.dataframe.transforms.DataFrameTransformProgress instance) {
+        if (instance == null) {
+            return null;
+        }
+        return new DataFrameTransformProgress(instance.getTotalDocs(), instance.getRemainingDocs());
+    }
+
+    @Override
+    protected DataFrameTransformProgress createServerTestInstance() {
+        return DataFrameTransformStateTests.randomDataFrameTransformProgress();
+    }
+
+    @Override
+    protected org.elasticsearch.client.dataframe.transforms.DataFrameTransformProgress doParseToClientInstance(XContentParser parser) {
+        return org.elasticsearch.client.dataframe.transforms.DataFrameTransformProgress.fromXContent(parser);
+    }
+
+    @Override
+    protected void assertInstances(DataFrameTransformProgress serverTestInstance,
+                                   org.elasticsearch.client.dataframe.transforms.DataFrameTransformProgress clientInstance) {
+        assertThat(serverTestInstance.getTotalDocs(), equalTo(clientInstance.getTotalDocs()));
+        assertThat(serverTestInstance.getRemainingDocs(), equalTo(clientInstance.getRemainingDocs()));
+        assertThat(serverTestInstance.getPercentComplete(), equalTo(clientInstance.getPercentComplete()));
+    }
+}
",Adds progress reporting for transforms ( <issue_id> ) ( <issue_id> ) .,100,Add test for DataFrameTransformProgress in rest-high-level client.,"Based on the provided diff, the commit message could be:

`Add DataFrameTransformProgressTests for HLRC`

However, a more detailed and descriptive commit message would be:

`Add DataFrameTransformProgressTests to verify HLRC (High-Level Remote Call) data frame transform progress responses`

This commit message follows standard professional guidelines for commit messages, which include:

- Being concise
- Being descriptive
- Following a specific format (e.g., imperative mood, present tense)
- Including relevant keywords or context (e.g., HLRC, data frame transform progress)","""Add DataFrameTransformProgressTests for HLRC client in Elasticsearch""","```
Add DataFrameTransformProgressTests for high-level REST client

This commit introduces the DataFrameTransformProgressTests class to the 
high-level REST client. The new tests cover the conversion and assertion 
of DataFrameTransformProgress instances between the server and client models.
```"
"diff --git a/client/rest-high-level/src/test/java/org/elasticsearch/client/dataframe/transforms/hlrc/DataFrameTransformStateTests.java b/client/rest-high-level/src/test/java/org/elasticsearch/client/dataframe/transforms/hlrc/DataFrameTransformStateTests.java
index 457c68d593e..4c80365bc53 100644
--- a/client/rest-high-level/src/test/java/org/elasticsearch/client/dataframe/transforms/hlrc/DataFrameTransformStateTests.java
+++ b/client/rest-high-level/src/test/java/org/elasticsearch/client/dataframe/transforms/hlrc/DataFrameTransformStateTests.java
@@ -24,6 +24,7 @@ import org.elasticsearch.client.AbstractHlrcXContentTestCase;
 import org.elasticsearch.xpack.core.dataframe.transforms.DataFrameIndexerTransformStats;
 import org.elasticsearch.xpack.core.dataframe.transforms.DataFrameTransformCheckpointStats;
 import org.elasticsearch.xpack.core.dataframe.transforms.DataFrameTransformCheckpointingInfo;
+import org.elasticsearch.xpack.core.dataframe.transforms.DataFrameTransformProgress;
 import org.elasticsearch.xpack.core.dataframe.transforms.DataFrameTransformState;
 import org.elasticsearch.xpack.core.dataframe.transforms.DataFrameTransformStateAndStats;
 import org.elasticsearch.xpack.core.dataframe.transforms.DataFrameTransformTaskState;
@@ -40,7 +41,7 @@ public class DataFrameTransformStateTests extends AbstractHlrcXContentTestCase<D
     public static DataFrameTransformState fromHlrc(org.elasticsearch.client.dataframe.transforms.DataFrameTransformState instance) {
         return new DataFrameTransformState(DataFrameTransformTaskState.fromString(instance.getTaskState().value()),
                 IndexerState.fromString(instance.getIndexerState().value()), instance.getPosition(), instance.getCheckpoint(),
-                instance.getReason());
+                instance.getReason(), DataFrameTransformProgressTests.fromHlrc(instance.getProgress()));
     }
 
     @Override
@@ -90,6 +91,12 @@ public class DataFrameTransformStateTests extends AbstractHlrcXContentTestCase<D
         return new DataFrameTransformCheckpointStats(randomNonNegativeLong(), randomNonNegativeLong());
     }
 
+    public static DataFrameTransformProgress randomDataFrameTransformProgress() {
+        long totalDocs = randomNonNegativeLong();
+        Long remainingDocs = randomBoolean() ? null : randomLongBetween(0, totalDocs);
+        return new DataFrameTransformProgress(totalDocs, remainingDocs);
+    }
+
     public static DataFrameIndexerTransformStats randomStats(String transformId) {
         return new DataFrameIndexerTransformStats(transformId, randomLongBetween(10L, 10000L),
             randomLongBetween(0L, 10000L), randomLongBetween(0L, 10000L), randomLongBetween(0L, 10000L), randomLongBetween(0L, 10000L),
@@ -102,7 +109,8 @@ public class DataFrameTransformStateTests extends AbstractHlrcXContentTestCase<D
             randomFrom(IndexerState.values()),
             randomPosition(),
             randomLongBetween(0,10),
-            randomBoolean() ? null : randomAlphaOfLength(10));
+            randomBoolean() ? null : randomAlphaOfLength(10),
+            randomBoolean() ? null : randomDataFrameTransformProgress());
     }
 
     private static Map<String, Object> randomPosition() {
",Adds progress reporting for transforms ( <issue_id> ) ( <issue_id> ) .,100,"""Added DataFrameTransformProgress to DataFrameTransformState in HLRC tests""","According to the provided diff, the commit message should be:

""Add DataFrameTransformProgress and use it in DataFrameTransformStateTests""

This commit message is a good practice as it is concise and accurately describes the changes made in the commit.","""Add DataFrameTransformProgress to DataFrameTransformStateTests and update random method.""","""Add DataFrameTransformProgress to DataFrameTransformState and update tests accordingly""

The commit incorporates `DataFrameTransformProgress` into the `DataFrameTransformState` class and updates the tests to reflect this change. It includes modifications to the test case creation and random data generation methods to account for the new `DataFrameTransformProgress` field."
"diff --git a/client/rest-high-level/src/test/java/org/elasticsearch/client/documentation/DataFrameTransformDocumentationIT.java b/client/rest-high-level/src/test/java/org/elasticsearch/client/documentation/DataFrameTransformDocumentationIT.java
index b7d6967206c..daa9dc06fee 100644
--- a/client/rest-high-level/src/test/java/org/elasticsearch/client/documentation/DataFrameTransformDocumentationIT.java
+++ b/client/rest-high-level/src/test/java/org/elasticsearch/client/documentation/DataFrameTransformDocumentationIT.java
@@ -40,6 +40,7 @@ import org.elasticsearch.client.dataframe.StopDataFrameTransformRequest;
 import org.elasticsearch.client.dataframe.StopDataFrameTransformResponse;
 import org.elasticsearch.client.dataframe.transforms.DataFrameIndexerTransformStats;
 import org.elasticsearch.client.dataframe.transforms.DataFrameTransformConfig;
+import org.elasticsearch.client.dataframe.transforms.DataFrameTransformProgress;
 import org.elasticsearch.client.dataframe.transforms.DataFrameTransformStateAndStats;
 import org.elasticsearch.client.dataframe.transforms.DataFrameTransformTaskState;
 import org.elasticsearch.client.dataframe.transforms.DestConfig;
@@ -465,18 +466,21 @@ public class DataFrameTransformDocumentationIT extends ESRestHighLevelClientTest
 
             // tag::get-data-frame-transform-stats-response
             DataFrameTransformStateAndStats stateAndStats =
-                    response.getTransformsStateAndStats().get(0);   // <1>
+                response.getTransformsStateAndStats().get(0);   // <1>
             DataFrameTransformTaskState taskState =
                 stateAndStats.getTransformState().getTaskState(); // <2>
             IndexerState indexerState =
-                    stateAndStats.getTransformState().getIndexerState();  // <3>
+                stateAndStats.getTransformState().getIndexerState();  // <3>
             DataFrameIndexerTransformStats transformStats =
-                    stateAndStats.getTransformStats();              // <4>
+                stateAndStats.getTransformStats();              // <4>
+            DataFrameTransformProgress progress =
+                stateAndStats.getTransformState().getProgress(); // <5>
             // end::get-data-frame-transform-stats-response
 
             assertEquals(IndexerState.STOPPED, indexerState);
             assertEquals(DataFrameTransformTaskState.STOPPED, taskState);
             assertNotNull(transformStats);
+            assertNull(progress);
         }
         {
             // tag::get-data-frame-transform-stats-execute-listener
",Adds progress reporting for transforms ( <issue_id> ) ( <issue_id> ) .,100,Added DataFrameTransformProgress to DataFrameTransformStateAndStats response.,"The commit message should be:

""Add DataFrameTransformProgress to DataFrameTransformStateAndStats""

This commit message accurately reflects the changes made in the diff, which is the addition of `DataFrameTransformProgress` to `DataFrameTransformStateAndStats`.","""Add DataFrameTransformProgress to DataFrameTransformDocumentationIT and update tests""","Added test coverage for fetching progress statistics in DataFrameTransformDocumentationIT

This commit introduces a test for retrieving the progress statistics of a DataFrame transform. The new `DataFrameTransformProgress` object is obtained from the transform state and tested to ensure correctness. Specifically, the progress is verified to be `null`, enhancing the robustness of data frame transform status checks."
"diff --git a/docs/java-rest/high-level/dataframe/get_data_frame_stats.asciidoc b/docs/java-rest/high-level/dataframe/get_data_frame_stats.asciidoc
index 2b377d22c81..cdc6254a4e4 100644
--- a/docs/java-rest/high-level/dataframe/get_data_frame_stats.asciidoc
+++ b/docs/java-rest/high-level/dataframe/get_data_frame_stats.asciidoc
@@ -37,4 +37,6 @@ include-tagged::{doc-tests-file}[{api}-response]
 <1> The response contains a list of `DataFrameTransformStateAndStats` objects
 <2> The running state of the transform task e.g `started`
 <3> The running state of the transform indexer e.g `started`, `indexing`, etc.
-<4> The transform progress statistics recording the number of documents indexed etc
\ No newline at end of file
+<4> The overall transform statistics recording the number of documents indexed etc.
+<5> The progress of the current run in the transform. Supplies the number of docs left until the next checkpoint
+and the total number of docs expected.
\ No newline at end of file
",Adds progress reporting for transforms ( <issue_id> ) ( <issue_id> ) .,100,Update get_data_frame_stats documentation with additional transform progress statistics.,"The commit message should be:

""Added additional information to the DataFrameTransformStateAndStats response""

Or, in a more detailed format:

""Added transform progress statistics and current run progress to the DataFrameTransformStateAndStats response""

This commit message accurately reflects the changes made in the diff, which include adding new information to the response.","""Update docs: Add details on transform progress statistics in get_data_frame_stats.asciidoc""","```
Update get_data_frame_stats documentation with additional response details
```"
